CommitID,LocalRepoName,TargetDirectory
844081f3847d3bfbce57e69d4b7675b0367cde1b,ide,libraries\vs\core
c156cdfe4689f893dd3e091fd4b7d1cfa9b3d183,tcp,lib\vs\iot
